Planet_Name,SNR_Emission_15_micron,SNR_Emission_5_micron,SNR_Transmission_K_mag,Rp,Mp,Tday,Teq,log10g_p,Period,Transit_Duration,K_mag,Distance,Teff,log10g_s,Transit_Flag,Catalog_Name
HAT-P-63 b,0.001,0.002,,1.12,0.614,1472,1238,3.085,3.3777,2.933,,4483.05,5400,4.43,TRUE,nexsci
TOI-2076 b,0.001,0.013,0.134,0.23,0.0217,999,840,3.026,10.3551,3.251,7.1,41.91,5187,4.45,TRUE,nexsci
TOI-2145 b,0.094,0.088,0.009,1.07,5.26,1765,1484,4.057,10.2607,7.447,7.8,224.73,6177,3.79,TRUE,nexsci
TOI-558 b,0.007,0.026,0.006,1.09,3.61,1264,1063,3.88,14.5741,2.705,10.3,402.63,6466,4.22,TRUE,nexsci
TOI-2497 b,0.086,0.07,0.009,0.99,4.82,1899,1597,4.082,10.6557,7.838,8.5,285.29,7360,3.96,TRUE,nexsci
GPX-1 b,0.335,0.106,0.003,1.47,19.7,2727,2293,4.354,1.7446,2.09,11.2,655.01,7000,4.27,TRUE,nexsci
TOI-3362 b,0.007,0.026,0.005,1.14,5.029,1295,1089,3.98,18.0955,2.627,9.7,366.99,6532,4.07,TRUE,nexsci
TOI-1811 b,0.02,0.105,0.071,0.99,0.972,1145,963,3.387,3.7131,1.951,9.6,128.23,4766,4.58,TRUE,nexsci
WASP-132 c,0.009,0.007,0.004,0.17,0.11752,1735,1459,4.029,1.0115,1.47,9.7,122.91,4714,4.58,TRUE,nexsci
TOI-1789 b,0.437,0.184,0.15,1.44,0.7,2290,1926,2.923,3.2087,2.3,8.3,229.07,5991,3.94,TRUE,nexsci
TOI-1298 b,0.044,0.05,0.062,0.84,0.356,1651,1388,3.096,4.5372,4.0422,10,319.04,5889,4.39,TRUE,nexsci
TOI-1296 b,0.178,0.13,0.233,1.23,0.298,1857,1561,2.688,3.9444,4.8652,9.7,323.26,5603,4.05,TRUE,nexsci
TOI-500 b,0.018,0.009,0.067,0.1,0.00447,1925,1619,3.01,0.5482,0.998,7.7,47.39,4440,4.62,TRUE,nexsci
HD 93963 A b,0.019,0.007,0.013,0.12,0.02454,2425,2039,3.626,1.0391,1.812,7.8,82.34,5987,4.49,TRUE,nexsci
TOI-2207 b,0.026,0.044,0.043,0.99,0.64,1495,1257,3.205,8.002,4.632,10.1,373.35,6101,4.16,TRUE,nexsci
TOI-206 b,0.001,0.005,0.035,0.12,0.00705,1084,912,3.113,0.7363,0.6894,10.1,47.75,3383,4.89,TRUE,nexsci
WASP-189 b,3.432,0.907,0.341,1.62,1.99,3135,2636,3.275,2.724,4.3336,6.1,99.73,8000,3.9,TRUE,nexsci
TOI-1075 b,0.014,0.013,0.02,0.16,0.03131,1572,1322,3.482,0.6047,0.9882,9.1,61.46,3875,4.69,TRUE,nexsci
CoRoT-35 b,0.143,0.064,0.042,1.68,1.1,2273,1911,2.985,3.2275,4.19,12.9,1123.21,6390,4.01,TRUE,nexsci
TOI-411 c,0.001,0.008,0.047,0.21,0.03058,1174,987,3.244,9.5731,3.684,7,62.78,6169,4.47,TRUE,nexsci
TOI-1411 b,0.004,0.009,0.067,0.12,0.00761,1310,1102,3.11,1.452,1.474,7.3,32.48,4266,4.73,TRUE,nexsci
Kepler-1743 b,0.001,0.001,0.007,0.14,0.01,1486,1250,3.084,7.6497,6.625,10.6,538.81,5855,4.12,TRUE,nexsci
HATS-76 b,0.01,0.05,0.011,1.08,2.629,1121,943,3.748,1.9416,1.8576,12.8,385.69,4016,4.67,TRUE,nexsci
Kepler-487 d,0.002,0.002,0.009,0.25,0.0256,1598,1344,3.014,2.4184,2.0744,13.3,872.34,5422,4.48,TRUE,nexsci
TOI-2109 b,1.685,0.313,0.028,1.35,5.02,3654,3072,3.836,0.6725,1.801,9.1,262.04,6540,4.14,TRUE,nexsci
TOI-1842 b,0.052,0.068,0.192,1.04,0.214,1605,1350,2.691,9.5739,4.172,8.4,223.47,6230,4.1,TRUE,nexsci
Kepler-1772 b,0.002,0.004,0.019,0.24,0.0242,1499,1260,3.018,3.2151,3.9026,11.8,871.56,5541,4.47,TRUE,nexsci
HATS-74 A b,0.01,0.06,0.023,1.03,1.46,1068,898,3.531,1.7319,1.6534,12.4,299.39,3777,4.7,TRUE,nexsci
Kepler-1878 b,0.001,0.001,0.008,0.26,0.0279,1379,1159,3.007,4.4459,2.3816,13.7,1494.3,5918,4.54,TRUE,nexsci
Kepler-1714 b,0.002,0.003,0.017,0.29,0.0337,1576,1325,2.994,10.2753,6.3195,9.7,409.46,6150,3.96,TRUE,nexsci
Kepler-1960 b,0.001,0,0.003,0.12,0.00712,2009,1689,3.11,2.2979,2.923,13.7,1527.56,6371,4.43,TRUE,nexsci
HD 137496 b,0.011,0.004,0.011,0.12,0.01271,2537,2133,3.362,1.6212,3.28,8.2,155.32,5799,4.05,TRUE,nexsci
Kepler-1488 c,0.001,0.001,0.005,0.15,0.0106,1574,1323,3.085,6.1583,6.285,11.6,905.83,5710,4.07,TRUE,nexsci
Kepler-1745 b,0.001,0.001,0.003,0.17,0.0138,1885,1585,3.063,3.0162,2.8349,13.3,996.11,5611,4.14,TRUE,nexsci
Kepler-1763 b,0.001,0.001,0.004,0.1,0.00499,2368,1991,3.075,1.4803,2.486,12.1,756.49,5897,4.25,TRUE,nexsci
Kepler-1871 b,0.001,0.001,0.006,0.22,0.0203,1828,1537,3.033,1.9527,0.872,12.8,854.62,5741,4.5,TRUE,nexsci
Kepler-1859 b,0.001,0,0.002,0.14,0.00985,1894,1593,3.089,2.7296,2.721,13.7,1331.25,5887,4.29,TRUE,nexsci
Kepler-1719 b,0.003,0.003,0.011,0.35,0.0465,1676,1409,2.969,6.1496,5.5694,11.8,905.41,5687,3.97,TRUE,nexsci
Kepler-1932 b,0.003,0.001,0.005,0.14,0.00914,2471,2078,3.094,0.5242,0.7648,13.1,713.73,5278,4.58,TRUE,nexsci
HATS-75 b,0.003,0.042,0.057,0.88,0.491,915,769,3.192,2.7887,1.9126,11.6,194.96,3790,4.68,TRUE,nexsci
Kepler-1073 d,0.001,0.001,0.003,0.13,0.00887,1782,1498,3.094,2.5048,2.523,12.9,809.9,5509,4.31,TRUE,nexsci
Kepler-1825 b,0.001,0.001,0.005,0.13,0.00821,1981,1666,3.101,1.0259,0.8069,12.3,430.25,5123,4.5,TRUE,nexsci
GJ 367 b,0.02,0.014,0.113,0.06,0.00199,1627,1368,3.108,0.3219,0.629,5.8,9.41,3522,4.78,TRUE,nexsci
Kepler-1934 b,0.001,0,0.007,0.08,0.00221,2214,1861,2.922,1.4198,1.5126,11.4,428.51,5925,4.39,TRUE,nexsci
Kepler-1827 b,0.002,0.002,0.009,0.17,0.0129,1725,1451,3.065,3.7006,5.408,11.2,686.46,5423,4.11,TRUE,nexsci
Kepler-1312 c,0.002,0.001,0.01,0.09,0.00337,2165,1820,2.994,1.1161,1.3577,10.9,299.1,5721,4.52,TRUE,nexsci
Kepler-913 c,0.001,0.001,0.003,0.34,0.0447,1766,1485,2.971,5.9391,2.236,13.5,991.62,6068,4.04,TRUE,nexsci
Kepler-1873 b,0.003,0.001,0.004,0.14,0.0103,2321,1951,3.084,0.5588,0.7848,13.6,820.96,5151,4.59,TRUE,nexsci
Kepler-1856 b,0.001,0.001,0.005,0.15,0.0115,1752,1474,3.074,1.302,1.3804,13.4,848.76,4948,4.51,TRUE,nexsci
Kepler-1844 b,0.001,0.001,0.009,0.27,0.0298,1397,1175,3.002,3.9245,3.708,14.1,1804.36,5776,4.55,TRUE,nexsci
HATS-77 b,0.004,0.039,0.024,1.17,1.374,983,827,3.4,3.0876,2.2277,12.9,436.18,4071,4.64,TRUE,nexsci
TOI-2411 b,0.013,0.012,0.053,0.15,0.0109,1615,1358,3.079,0.7827,1.2621,8.5,59.54,4099,4.59,TRUE,nexsci
TOI-1442 b,0.004,0.007,0.046,0.1,0.00537,1262,1061,3.09,0.4091,0.6166,10.1,41.17,3330,4.92,TRUE,nexsci
TOI-2260 b,0.046,0.01,0.04,0.14,0.0102,3124,2627,3.08,0.3525,0.8509,8.7,101.25,5534,4.62,TRUE,nexsci
TOI-2445 b,0.003,0.007,0.039,0.11,0.0066,1241,1044,3.115,0.3711,0.4918,10.8,48.58,3333,4.97,TRUE,nexsci
TOI-1860 b,0.024,0.011,0.066,0.12,0.00714,2239,1883,3.112,1.0662,1.4203,6.8,45.86,5752,4.58,TRUE,nexsci
TOI-1268 b,0.01,0.075,0.167,0.81,0.30331,1093,919,3.057,8.1577,4.001,8.9,109.56,5300,4.55,TRUE,nexsci
TOI-2427 b,0.007,0.013,0.073,0.16,0.0123,1325,1114,3.07,1.306,0.634,7,28.51,4072,4.62,TRUE,nexsci
TOI-544 b,0.005,0.013,0.078,0.18,0.015,1285,1080,3.055,1.5484,1.2031,7.8,41.12,4369,4.73,TRUE,nexsci
TOI-1670 b,0.001,0.002,0.002,0.18,0.13,1267,1065,3.979,10.9846,2.8,8.7,168.07,6170,4.29,TRUE,nexsci
TOI-833 b,0.004,0.007,0.045,0.11,0.00678,1332,1120,3.119,1.0419,1.2065,8.1,41.71,3920,4.67,TRUE,nexsci
TOI-1246 b,0.002,0.007,0.045,0.27,0.02549,1237,1041,2.941,4.3074,2.3379,9.9,169.42,5151,4.4,TRUE,nexsci
TOI-2236 b,0.183,0.114,0.043,1.28,1.58,2006,1687,3.377,3.5316,3.048,10,355.59,6248,4.17,TRUE,nexsci
TOI-4137 b,0.143,0.11,0.046,1.21,1.44,1868,1570,3.386,3.8016,3.4296,10,334.99,6202,4.24,TRUE,nexsci
TOI-2158 b,0.034,0.071,0.051,0.96,0.82,1411,1186,3.343,8.6008,3.77,9.1,198.47,5673,4.19,TRUE,nexsci
HIP 94235 b,0.004,0.015,0.003,0.27,1.19247,1273,1070,4.614,7.7131,2.4343,6.9,58.51,5991,4.46,TRUE,nexsci
TOI-5153 b,0.003,0.024,0.008,1.06,3.26,1075,904,3.857,20.33,4.87,10.4,390.48,6300,4.3,TRUE,nexsci
TOI-3629 b,0.001,0.032,0.092,0.74,0.26,829,697,3.071,3.9366,2.2,10.6,130.09,3870,4.67,TRUE,nexsci
TOI-3714 b,0.006,0.095,0.1,1.01,0.7,912,767,3.231,2.1548,1.66,10.9,112.71,3660,4.75,TRUE,nexsci
TOI-1422 b,0.001,0.008,0.105,0.35,0.02832,1029,865,2.751,12.9972,4.52,9.2,155.14,5840,4.41,TRUE,nexsci
Gaia-2 b,0.136,0.187,0.162,1.32,0.817,1563,1314,3.064,3.6915,2.7208,9.7,209.23,5720,4.37,TRUE,nexsci
TOI-4479 b,0.002,0.011,0.055,0.25,0.0263,1021,859,3.011,1.1589,1.1689,10.6,80.65,3400,4.5,TRUE,nexsci
KOI-984 b,0.003,0.011,0.052,0.38,0.0537,1225,1030,2.956,4.2882,1.49,10,252.67,5295,4.54,TRUE,nexsci
TOI-1107 b,0.278,0.162,0.029,1.3,3.35,2056,1729,3.691,4.0782,4.8396,9.2,281.31,6311,4.05,TRUE,nexsci
TOI-1272 b,0.004,0.014,0.041,0.37,0.0774,1252,1053,3.149,3.316,1.494,9.7,137.57,4985,4.55,TRUE,nexsci
NGTS-21 b,0.077,0.078,0.017,1.33,2.36,1613,1356,3.519,1.5434,1.95,13,592.89,4660,4.63,TRUE,nexsci
HD 18599 b,0.004,0.02,0.042,0.23,0.07583,1182,994,3.543,4.1374,1.8455,6.9,38.57,5145,4.54,TRUE,nexsci
HD 93963 A c,0.016,0.021,0.054,0.29,0.06041,1596,1342,3.257,3.6451,2.268,7.8,82.34,5987,4.49,TRUE,nexsci
HD 56414 b,0.001,0.005,0.04,0.33,0.0418,1347,1133,2.976,29.0499,7.58,8.8,272.22,8500,4.26,TRUE,nexsci
TOI-2025 b,0.02,0.047,0.009,1.06,3.6,1387,1166,3.899,8.8721,3.617,10,335.99,5977,4.19,TRUE,nexsci
TOI-3757 b,0.003,0.055,0.181,1.07,0.26838,901,758,2.763,3.4388,1.6681,11.2,181.14,3913,4.68,TRUE,nexsci
CoRoT-36 b,0.083,0.069,0.079,1.41,0.68,1852,1557,2.928,5.6165,4.98,11.6,925.96,6730,4.16,TRUE,nexsci
TOI-2421 b,0.086,0.066,0.081,0.93,0.333,1825,1535,2.984,4.3474,4.8624,9.7,327.93,5607,4,TRUE,nexsci
TOI-2567 b,0.033,0.04,0.097,0.97,0.201,1614,1357,2.719,5.9839,5.4576,10.7,504.77,5611,4.04,TRUE,nexsci
TOI-3693 b,0.004,0.068,0.083,1.12,1.02,951,800,3.301,9.0885,3.5568,10.2,176.44,5321,4.58,TRUE,nexsci
TOI-2570 b,0.107,0.108,0.08,1.22,0.82,1697,1427,3.137,2.9888,3.0065,10.9,361.86,5771,4.38,TRUE,nexsci
TOI-2196 b,0.028,0.012,0.018,0.31,0.08181,2204,1854,3.316,1.1947,1.504,10.3,259.95,5634,4.42,TRUE,nexsci
TOI-1820 b,0.075,0.087,0.022,1.14,2.3,1636,1376,3.642,4.8607,2.92,9.5,248.5,5734,4.24,TRUE,nexsci
TOI-2193 A b,0.452,0.239,0.189,1.77,0.94,2100,1766,2.871,2.1226,1.6469,10.4,337.06,5966,4.28,TRUE,nexsci
NGTS-25 b,0.024,0.045,0.039,1.02,0.639,1437,1208,3.18,2.8231,2.466,12.3,521.23,5321,4.48,TRUE,nexsci
TOI-4603 b,0.101,0.064,0.002,1.04,12.89,1995,1678,4.469,7.246,2.854,7.8,225.64,6264,3.81,TRUE,nexsci
TOI-411 b,0.003,0.005,0.008,0.12,0.04314,1564,1316,3.856,4.0403,3.074,7,62.78,6169,4.47,TRUE,nexsci
TOI-2587 A b,0.066,0.063,0.15,1.08,0.218,1724,1450,2.668,5.4566,4.162,10,373.68,5760,4.02,TRUE,nexsci
TOI-3688 A b,0.111,0.09,0.051,1.17,0.98,1822,1532,3.251,3.2461,3.4202,10.7,396.38,5950,4.29,TRUE,nexsci
TOI-3912 b,0.109,0.09,0.13,1.27,0.406,1799,1513,2.792,3.4936,3.557,10.9,465.99,5725,4.19,TRUE,nexsci
NGTS-24 b,0.073,0.047,0.047,1.21,0.52,1953,1642,2.942,3.4679,2.929,11.5,683.06,5820,4.09,TRUE,nexsci
TOI-2796 b,0.05,0.099,0.21,1.54,0.44,1433,1205,2.663,4.8085,1.96,10.9,350.34,5764,4.4,TRUE,nexsci
TOI-3819 b,0.088,0.057,0.027,1.17,1.11,1942,1633,3.302,3.2443,2.779,11.1,558.14,5859,4.16,TRUE,nexsci
TOI-1288 b,0.021,0.036,0.066,0.47,0.13215,1454,1223,3.177,2.6998,2.37,8.8,114.86,5225,4.24,TRUE,nexsci
TOI-1937 A b,0.408,0.137,0.031,1.25,2.01,2493,2096,3.506,0.9467,1.377,11.2,415.13,5814,4.4,TRUE,nexsci
TOI-4145 A b,0.035,0.108,0.19,1.19,0.43,1279,1075,2.879,4.0664,2.106,10.3,205.39,5281,4.53,TRUE,nexsci
TOI-4463 A b,0.154,0.167,0.122,1.18,0.794,1657,1394,3.148,2.8807,1.85,9.4,173.12,5640,4.41,TRUE,nexsci
TOI-2842 b,0.069,0.063,0.097,1.15,0.37,1752,1474,2.844,3.5514,2.575,11.1,461,5910,4.29,TRUE,nexsci
TOI-836 b,0.001,0.009,0.074,0.15,0.01425,1040,875,3.184,3.8167,1.805,6.8,27.5,4552,4.74,TRUE,nexsci
TOI-2818 b,0.125,0.142,0.139,1.36,0.71,1639,1378,2.976,4.0397,3.804,10.4,312.67,5721,4.25,TRUE,nexsci
TOI-4087 b,0.119,0.116,0.095,1.16,0.73,1732,1456,3.126,3.1775,2.9842,10.4,301.68,6060,4.42,TRUE,nexsci
TOI-5205 b,0.007,0.136,0.096,1.03,1.08,871,732,3.402,1.6308,1.4,11,86.45,3430,4.84,TRUE,nexsci
TOI-4406 b,0.001,0.018,0.09,1,0.3,903,760,2.871,30.0836,3.9343,9.7,261.83,6219,4.29,TRUE,nexsci
TOI-2000 b,0.006,0.007,0.022,0.24,0.0347,1655,1392,3.171,3.0983,1.959,9.3,175.71,5611,4.36,TRUE,nexsci
TOI-3235 b,0.001,0.082,0.154,1.02,0.665,718,604,3.202,2.5926,1.48,10.8,72.81,3389,4.9,TRUE,nexsci
TOI-3807 b,0.202,0.128,0.087,1.65,1.04,1956,1645,2.976,2.899,1.78,10.6,421.75,5772,4.17,TRUE,nexsci
TOI-2364 b,0.017,0.049,0.103,0.77,0.225,1301,1094,2.976,4.0198,2.7751,10.4,219.61,5306,4.52,TRUE,nexsci
TOI-2583 A b,0.072,0.069,0.179,1.29,0.25,1733,1457,2.571,4.5207,4.406,11.2,566.19,5936,4.18,TRUE,nexsci
TOI-3976 A b,0.027,0.041,0.15,1.09,0.175,1540,1295,2.558,6.6077,4.517,11,516.09,5975,4.18,TRUE,nexsci
TOI-2803 A b,0.425,0.192,0.135,1.62,0.975,2256,1897,2.966,1.9623,3.091,11.3,494.82,6280,4.3,TRUE,nexsci
TOI-4791 b,0.091,0.086,0.021,1.11,2.31,1751,1472,3.667,4.2809,3.334,10,328.8,6058,4.23,TRUE,nexsci
TOI-778 b,0.446,0.278,0.067,1.37,2.8,2034,1710,3.568,4.6336,3.76,8.1,161.74,6643,4.05,TRUE,nexsci
Kepler-975 c,0.002,0.002,0.002,0.5,0.252,1520,1278,3.391,5.0582,1.0116,12.2,426.09,4883,3.97,TRUE,nexsci
Kepler-1869 c,0.002,0.002,0.053,0.07,0.00104,1888,1588,2.673,1.7168,2.1026,8.7,113.03,5808,4.52,TRUE,nexsci
Kepler-1990 b,0.018,0.011,0.046,0.35,0.0338,2017,1696,2.837,1.7351,2.2789,11.1,392.74,5751,4.39,TRUE,nexsci
TOI-615 b,0.282,0.193,0.394,1.69,0.435,1984,1669,2.575,4.6616,4.241,9.7,360.41,6850,4.2,TRUE,nexsci
TOI-2498 b,0.025,0.025,0.062,0.54,0.10893,1715,1442,2.965,3.7383,3.0146,9.9,275.26,5905,4.3,TRUE,nexsci
Kepler-416 d,0.001,0.001,0.006,0.15,0.0101,1628,1369,3.023,3.0764,2.5743,12.5,690.82,5670,4.4,TRUE,nexsci
TOI-1416 b,0.018,0.013,0.063,0.14,0.01095,1806,1519,3.111,1.0698,1.5,7.7,55.01,4884,4.52,TRUE,nexsci
Kepler-1921 c,0.002,0.001,0.005,0.15,0.00809,2329,1959,2.944,3.1572,3.921,11.5,928.99,6120,3.93,TRUE,nexsci
Kepler-1834 c,0.002,0.001,0.008,0.13,0.00624,2006,1687,2.962,0.7667,1.2638,12.7,500.39,4821,4.53,TRUE,nexsci
Kepler-2001 b,0.001,0,0.006,0.11,0.00352,1822,1532,2.89,1.09,1.5,13.6,776.55,5081,4.6,TRUE,nexsci
TOI-733 b,0.002,0.006,0.042,0.18,0.018,1256,1056,3.149,4.8848,2.61,7.8,75.21,5585,4.47,TRUE,nexsci
Kepler-290 d,0.001,0,0.005,0.08,0.00178,2071,1742,2.849,0.764,1.134,13.5,694.63,5142,4.6,TRUE,nexsci
Kepler-864 c,0.001,0,0.003,0.16,0.0102,1997,1679,3.006,2.4215,2.965,14.2,2022.9,6213,4.39,TRUE,nexsci
TOI-2000 c,0.006,0.035,0.079,0.73,0.257,1154,971,3.081,9.1271,3.654,9.3,175.71,5611,4.36,TRUE,nexsci
TOI-5293 A b,0.001,0.05,0.095,1.06,0.54,804,676,3.076,2.9303,1.94,11.6,162.23,3586,4.77,TRUE,nexsci
TOI-622 b,0.091,0.112,0.177,0.82,0.303,1644,1382,3.044,6.4025,3.907,7.9,123.3,6400,4.2,TRUE,nexsci
Kepler-1487 c,0.001,0.002,0.006,0.8,0.153,1289,1084,2.774,35.8007,8.219,12.3,1014.62,5745,3.5,TRUE,nexsci
Kepler-880 c,0.001,0.001,0.007,0.28,0.0271,1830,1539,2.927,11.8062,4.522,11,601.32,6900,3.84,TRUE,nexsci
TOI-4860 b,0.003,0.073,0.064,0.76,0.67,847,712,3.463,1.5228,1.2435,11.2,80.14,3390,4.88,TRUE,nexsci
TOI-3331 A b,0.226,0.193,0.045,1.16,2.27,1768,1487,3.623,2.018,2.123,9.9,217.19,5609,4.49,TRUE,nexsci
TOI-908 b,0.008,0.01,0.028,0.28,0.05077,1604,1349,3.193,3.1838,2.457,9.6,175.75,5626,4.45,TRUE,nexsci
WASP-193 b,0.064,0.111,0.72,1.46,0.139,1493,1255,2.206,6.2463,4.349,10.7,362.09,6078,4.28,TRUE,nexsci
WASP-84 c,0.009,0.008,0.013,0.17,0.048,1707,1436,3.594,1.4469,1.111,8.9,100.59,5280,4.54,TRUE,nexsci
TOI-4010 b,0.014,0.012,0.038,0.27,0.03461,1712,1440,3.074,1.3483,1.77,10.2,177.5,4960,4.54,TRUE,nexsci
TOI-784 b,0.008,0.01,0.031,0.17,0.03043,1560,1312,3.406,2.797,2.185,7.6,64.6,5558,4.48,TRUE,nexsci
TOI-4010 c,0.003,0.019,0.124,0.53,0.0639,1076,905,2.753,5.4147,2.77,10.2,177.5,4960,4.54,TRUE,nexsci
TOI-4201 b,0.003,0.065,0.028,1.22,2.48,863,726,3.616,3.5819,2.18,11.4,189.01,3794,4.64,TRUE,nexsci
TOI-332 b,0.041,0.017,0.009,0.28,0.17997,2227,1873,3.74,0.777,1.52,10.3,222.85,5251,4.46,TRUE,nexsci
TOI-1853 b,0.02,0.015,0.008,0.31,0.23031,1763,1482,3.777,1.2436,1.19,10.1,165.1,4985,4.49,TRUE,nexsci
